platform,lifespan_bucket,horizon_label,horizon_hours,life_stage_index,life_stage_bucket,market_count,mean_abs_move_to_final_cents,median_abs_move_to_final_cents,p90_abs_move_to_final_cents,mean_signed_move_to_final_cents,median_staleness_age_hours
polymarket,7-30d,6h,6.0,2,20-30%,5227,0.09804239605039529,0.0,0.0,-0.014941603999820963,157.95472222222222
polymarket,7-30d,6h,6.0,3,30-40%,2173,0.0886566770394834,0.0,0.0,0.08345919998147198,157.56
polymarket,7-30d,6h,6.0,4,40-50%,3109,0.06260690475274783,0.0,0.0,-0.020669923560509784,157.6963888888889
polymarket,7-30d,6h,6.0,5,50-60%,2356,0.19914340068497502,0.0,0.0,0.039821912321572055,155.57999999999998
polymarket,7-30d,6h,6.0,6,60-70%,1009,0.6098859409705043,0.0,0.0,-0.07278832276412701,106.42222222222222
polymarket,7-30d,6h,6.0,7,70-80%,1261,1.159401128285711,0.0,0.0,-0.3976102599539479,76.51444444444445
polymarket,7-30d,6h,6.0,8,80-90%,1866,3.1075557315318685,0.0,4.949998685714174,0.15529795200477017,30.88111111111111
polymarket,7-30d,6h,6.0,9,90-100%,25774,4.6020208429319505,1.0,8.0,-0.006700421512442184,0.7277777777777779
polymarket,7-30d,1h,1.0,0,0-10%,4090,0.0,0.0,0.0,0.0,329.6325
polymarket,7-30d,1h,1.0,1,10-20%,5947,0.0013452161404688813,0.0,0.0,-0.0013452161404688813,164.35611111111112
polymarket,7-30d,1h,1.0,2,20-30%,5217,0.013398504887866591,0.0,0.0,-0.013398504887866591,162.94722222222222
polymarket,7-30d,1h,1.0,3,30-40%,2165,0.0,0.0,0.0,0.0,162.56194444444444
polymarket,7-30d,1h,1.0,4,40-50%,3090,0.00032362459546925567,0.0,0.0,0.00032362459546925567,162.69652777777776
polymarket,7-30d,1h,1.0,5,50-60%,2320,0.011412086328252836,0.0,0.0,0.0063258794317011076,160.68138888888888
polymarket,7-30d,1h,1.0,6,60-70%,969,0.05412253668041347,0.0,0.0,-0.053518361560352085,111.52638888888889
polymarket,7-30d,1h,1.0,7,70-80%,1153,0.2779320422269964,0.0,0.0,-0.07203446370838783,84.70361111111112
polymarket,7-30d,1h,1.0,8,80-90%,1365,0.31017985823685895,0.0,0.0,0.13155903174994962,37.52194444444444
polymarket,7-30d,1h,1.0,9,90-100%,27554,2.3650141597646033,0.027988666051715683,3.000001559803164,0.0708810696991015,0.4355555555555555
polymarket,>180d,30d,720.0,0,0-10%,1240,0.0,0.0,0.0,0.0,6352.935694444444
polymarket,>180d,30d,720.0,1,10-20%,332,0.0,0.0,0.0,0.0,5769.934722222222
polymarket,>180d,30d,720.0,2,20-30%,162,0.0,0.0,0.0,0.0,4124.1658333333335
polymarket,>180d,30d,720.0,3,30-40%,169,0.2182176797561413,0.0,0.0,-0.2182176797561413,3201.0641666666666
polymarket,>180d,30d,720.0,4,40-50%,110,0.9527272727272729,0.0,0.0,0.44727272727272716,2638.8533333333335
polymarket,>180d,30d,720.0,5,50-60%,80,1.8462500000000002,0.0,0.0,1.8362500000000002,1975.083472222222
polymarket,>180d,30d,720.0,6,60-70%,135,0.1957770295364162,0.0,0.0,0.07385260009321368,1401.1233333333334
polymarket,>180d,30d,720.0,7,70-80%,236,0.44427205681148213,0.0,0.0,-0.2584887691253792,588.1343055555556
polymarket,>180d,30d,720.0,8,80-90%,1621,5.3164084689690565,0.7000000000000001,14.0,-0.9017790389473547,9.152777777777828
polymarket,>180d,30d,720.0,9,90-100%,317,4.959821489923701,1.3000003517857408,12.698705967722995,-1.2629083083928447,1.0877777777777737
polymarket,>180d,7d,168.0,0,0-10%,1240,0.0,0.0,0.0,0.0,6904.935694444444
polymarket,>180d,7d,168.0,1,10-20%,332,0.0,0.0,0.0,0.0,6321.934722222222
polymarket,>180d,7d,168.0,2,20-30%,162,0.0,0.0,0.0,0.0,4676.1658333333335
polymarket,>180d,7d,168.0,3,30-40%,168,0.0,0.0,0.0,0.0,3753.065
polymarket,>180d,7d,168.0,4,40-50%,106,0.0,0.0,0.0,0.0,3190.8625
polymarket,>180d,7d,168.0,5,50-60%,77,0.0,0.0,0.0,0.0,2540.4194444444443
polymarket,>180d,7d,168.0,6,60-70%,127,0.0,0.0,0.0,0.0,1981.6527777777778
polymarket,>180d,7d,168.0,7,70-80%,205,0.0,0.0,0.0,0.0,1137.6169444444445
polymarket,>180d,7d,168.0,8,80-90%,309,0.0023999846717254222,0.0,0.0,-0.0023999846717254222,673.9997222222222
polymarket,>180d,7d,168.0,9,90-100%,1682,2.0120184166265394,0.10014935441307671,2.904799527824218,-0.10038747003781877,8.372500000000002
polymarket,>180d,3d,72.0,0,0-10%,1240,0.0,0.0,0.0,0.0,7000.935694444444
polymarket,>180d,3d,72.0,1,10-20%,332,0.0,0.0,0.0,0.0,6417.934722222222
polymarket,>180d,3d,72.0,2,20-30%,162,0.0,0.0,0.0,0.0,4772.1658333333335
polymarket,>180d,3d,72.0,3,30-40%,168,0.0,0.0,0.0,0.0,3849.065
polymarket,>180d,3d,72.0,4,40-50%,106,0.0,0.0,0.0,0.0,3286.8625
polymarket,>180d,3d,72.0,5,50-60%,77,0.0,0.0,0.0,0.0,2636.4194444444443
polymarket,>180d,3d,72.0,6,60-70%,127,0.0,0.0,0.0,0.0,2077.652777777778
polymarket,>180d,3d,72.0,7,70-80%,205,0.0,0.0,0.0,0.0,1233.6169444444445
polymarket,>180d,3d,72.0,8,80-90%,305,0.0,0.0,0.0,0.0,774.4327777777778
polymarket,>180d,3d,72.0,9,90-100%,1686,1.1127966325212366,0.04029034886090521,1.5,-0.24780922130301183,10.075138888888887
polymarket,>180d,1d,24.0,0,0-10%,1240,0.0,0.0,0.0,0.0,7048.935694444444
polymarket,>180d,1d,24.0,1,10-20%,332,0.0,0.0,0.0,0.0,6465.934722222222
polymarket,>180d,1d,24.0,2,20-30%,162,0.0,0.0,0.0,0.0,4820.1658333333335
polymarket,>180d,1d,24.0,3,30-40%,168,0.0,0.0,0.0,0.0,3897.065
polymarket,>180d,1d,24.0,4,40-50%,106,0.0,0.0,0.0,0.0,3334.8625
polymarket,>180d,1d,24.0,5,50-60%,77,0.0,0.0,0.0,0.0,2684.4194444444443
polymarket,>180d,1d,24.0,6,60-70%,127,0.0,0.0,0.0,0.0,2125.652777777778
polymarket,>180d,1d,24.0,7,70-80%,205,0.0,0.0,0.0,0.0,1281.6169444444445
polymarket,>180d,1d,24.0,8,80-90%,305,0.0,0.0,0.0,0.0,822.4327777777778
polymarket,>180d,1d,24.0,9,90-100%,1686,0.5423197059775743,0.0,0.8999999999999972,-0.008594022194756685,7.773055555555555
polymarket,>180d,6h,6.0,0,0-10%,1240,0.0,0.0,0.0,0.0,7066.935694444444
polymarket,>180d,6h,6.0,1,10-20%,332,0.0,0.0,0.0,0.0,6483.934722222222
polymarket,>180d,6h,6.0,2,20-30%,162,0.0,0.0,0.0,0.0,4838.1658333333335
polymarket,>180d,6h,6.0,3,30-40%,168,0.0,0.0,0.0,0.0,3915.065
polymarket,>180d,6h,6.0,4,40-50%,106,0.0,0.0,0.0,0.0,3352.8625
polymarket,>180d,6h,6.0,5,50-60%,77,0.0,0.0,0.0,0.0,2702.4194444444443
polymarket,>180d,6h,6.0,6,60-70%,127,0.0,0.0,0.0,0.0,2143.652777777778
polymarket,>180d,6h,6.0,7,70-80%,205,0.0,0.0,0.0,0.0,1299.6169444444445
polymarket,>180d,6h,6.0,8,80-90%,305,0.0,0.0,0.0,0.0,840.4327777777778
polymarket,>180d,6h,6.0,9,90-100%,1686,0.2771476508140442,0.0,0.3999999999999915,-0.03385404887726727,8.440972222222221
polymarket,>180d,1h,1.0,0,0-10%,1240,0.0,0.0,0.0,0.0,7071.935694444444
polymarket,>180d,1h,1.0,1,10-20%,332,0.0,0.0,0.0,0.0,6488.934722222222
polymarket,>180d,1h,1.0,2,20-30%,162,0.0,0.0,0.0,0.0,4843.1658333333335
polymarket,>180d,1h,1.0,3,30-40%,168,0.0,0.0,0.0,0.0,3920.065
polymarket,>180d,1h,1.0,4,40-50%,106,0.0,0.0,0.0,0.0,3357.8625
polymarket,>180d,1h,1.0,5,50-60%,77,0.0,0.0,0.0,0.0,2707.4194444444443
polymarket,>180d,1h,1.0,6,60-70%,127,0.0,0.0,0.0,0.0,2148.652777777778
polymarket,>180d,1h,1.0,7,70-80%,205,0.0,0.0,0.0,0.0,1304.6169444444445
polymarket,>180d,1h,1.0,8,80-90%,305,0.0,0.0,0.0,0.0,845.4327777777778
polymarket,>180d,1h,1.0,9,90-100%,1686,0.11178491349236065,0.0,0.10000000000000853,0.006883453567275184,6.422083333333333
