platform,liquidity_quintile,liquidity_quintile_label,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
polymarket,3,Q3 Mid,95,97.5,95-100,12924,12857,0.9948158464871557,0.9922149659095061,0.0026008805776496224,0.9934221561197764,0.9959154607643909
polymarket,4,Q4 Mid-High,0,2.5,0-5,21866,76,0.0034757157230403367,0.005644562043250174,-0.0021688463202098373,0.0027780643380783607,0.004347803459702123
polymarket,4,Q4 Mid-High,5,7.5,5-10,996,68,0.06827309236947791,0.06898021398532159,-0.0007071216158436727,0.054210501020751534,0.08565325339794841
polymarket,4,Q4 Mid-High,10,12.5,10-15,894,94,0.10514541387024609,0.12148809499403533,-0.01634268112378924,0.08669941167881925,0.1269703492233265
polymarket,4,Q4 Mid-High,15,17.5,15-20,798,150,0.18796992481203006,0.17093745068424548,0.01703247412778458,0.16238136269601053,0.21654834112579166
polymarket,4,Q4 Mid-High,20,22.5,20-25,957,217,0.22675026123301986,0.22125220322649256,0.005498058006527307,0.2013435213153863,0.2543419943825186
polymarket,4,Q4 Mid-High,25,27.5,25-30,1211,374,0.3088356729975227,0.2720880865480158,0.036747586449506875,0.2834524585420575,0.3354278959008592
polymarket,4,Q4 Mid-High,30,32.5,30-35,985,340,0.34517766497461927,0.32138654275106193,0.023791122223557337,0.31614002666528596,0.3754182572904051
polymarket,4,Q4 Mid-High,35,37.5,35-40,834,303,0.36330935251798563,0.37086444387287015,-0.0075550913548845244,0.33136307355574646,0.39650911612784057
polymarket,4,Q4 Mid-High,40,42.5,40-45,1221,493,0.4037674037674038,0.42328476960886036,-0.01951736584145658,0.376589287592487,0.43154916884138983
polymarket,4,Q4 Mid-High,45,47.5,45-50,1624,784,0.4827586206896552,0.4720321070783232,0.010726513611331978,0.4585241403658105,0.5070744780747062
polymarket,4,Q4 Mid-High,50,52.5,50-55,1890,965,0.5105820105820106,0.5203375108769567,-0.009755500294946096,0.4880463120204267,0.5330747785713102
polymarket,4,Q4 Mid-High,55,57.5,55-60,1056,585,0.5539772727272727,0.5688951234364165,-0.014917850709143754,0.5238541974988009,0.5837090459141769
polymarket,4,Q4 Mid-High,60,62.5,60-65,651,384,0.5898617511520737,0.6198148268929051,-0.029953075740831392,0.5516580671943394,0.6270110949358612
