category_group,horizon_label,horizon_hours,freshness_filter,price_bucket_5c_floor,price_bucket_5c_mid,price_bucket_5c_label,market_count,wins,empirical_win_rate,avg_implied_probability,calibration_gap,empirical_win_rate_ci_low,empirical_win_rate_ci_high
Crypto,1h,1.0,all,75,77.5,75-80,459,405,0.8823529411764706,0.7716993464052289,0.1106535947712417,0.8496554032114974,0.9087033959975626
Crypto,1h,1.0,all,80,82.5,80-85,569,525,0.9226713532513181,0.8205623901581722,0.10210896309314588,0.8977797217240145,0.9418939332619364
Crypto,1h,1.0,all,85,87.5,85-90,840,793,0.944047619047619,0.8713809523809524,0.07266666666666666,0.9263877318320103,0.9576644409928422
Crypto,1h,1.0,all,90,92.5,90-95,1431,1397,0.976240391334731,0.9208595387840671,0.05538085255066383,0.9669823625169025,0.9829482779105845
Crypto,1h,1.0,all,95,97.5,95-100,2192,2154,0.9826642335766423,0.9720529197080292,0.010611313868613137,0.976295689717628,0.9873439462196818
Crypto,1h,1.0,<=1h,0,2.5,0-5,1455,11,0.007560137457044674,0.018810996563573882,-0.011250859106529208,0.004226627171372158,0.01348715340631359
Crypto,1h,1.0,<=1h,5,7.5,5-10,941,23,0.024442082890541977,0.06729011689691818,-0.0428480340063762,0.016341303193104426,0.03640997278797008
Crypto,1h,1.0,<=1h,10,12.5,10-15,687,39,0.056768558951965066,0.11768558951965065,-0.06091703056768558,0.041802532491712924,0.07666398718515656
Crypto,1h,1.0,<=1h,15,17.5,15-20,581,69,0.11876075731497418,0.1676592082616179,-0.04889845094664372,0.09492639933855587,0.14760354381186294
Crypto,1h,1.0,<=1h,20,22.5,20-25,512,91,0.177734375,0.2187890625,-0.04105468749999999,0.14705662601934963,0.21321210763842438
Crypto,1h,1.0,<=1h,25,27.5,25-30,411,98,0.2384428223844282,0.26824817518248173,-0.02980535279805352,0.19978644753986669,0.2819434464726914
Crypto,1h,1.0,<=1h,30,32.5,30-35,391,101,0.25831202046035806,0.3183375959079284,-0.06002557544757031,0.21742500410839885,0.30390202931462446
Crypto,1h,1.0,<=1h,35,37.5,35-40,331,120,0.36253776435045315,0.36957703927492447,-0.007039274924471317,0.3125986524415807,0.41563105378369125
Crypto,1h,1.0,<=1h,40,42.5,40-45,299,124,0.41471571906354515,0.4194983277591973,-0.0047826086956521685,0.3602980093505765,0.47129712156935005
Crypto,1h,1.0,<=1h,45,47.5,45-50,272,139,0.5110294117647058,0.46816176470588233,0.04286764705882351,0.4518839620669434,0.5698676519028131
Crypto,1h,1.0,<=1h,50,52.5,50-55,274,142,0.5182481751824818,0.5164598540145985,0.0017883211678833,0.45924124616758494,0.5767504843724063
Crypto,1h,1.0,<=1h,55,57.5,55-60,220,130,0.5909090909090909,0.568,0.02290909090909099,0.5249196146269258,0.6537781788127209
Crypto,1h,1.0,<=1h,60,62.5,60-65,218,143,0.6559633027522935,0.6175229357798165,0.03844036697247699,0.590690273719434,0.7158347423280522
Crypto,1h,1.0,<=1h,65,67.5,65-70,233,156,0.6695278969957081,0.6681115879828325,0.001416309012875594,0.6068078871047244,0.7267483800375343
Crypto,1h,1.0,<=1h,70,72.5,70-75,204,163,0.7990196078431373,0.7183823529411765,0.08063725490196083,0.7387320746699634,0.8482533988829731
Crypto,1h,1.0,<=1h,75,77.5,75-80,223,186,0.8340807174887892,0.7720179372197309,0.062062780269058315,0.7796821754591453,0.8771638351491381
Crypto,1h,1.0,<=1h,80,82.5,80-85,250,217,0.868,0.81828,0.049719999999999986,0.8204189328669529,0.9044425555573243
Crypto,1h,1.0,<=1h,85,87.5,85-90,326,290,0.8895705521472392,0.8703680981595092,0.019202453987730017,0.8509054852517624,0.919161116414007
Crypto,1h,1.0,<=1h,90,92.5,90-95,447,426,0.9530201342281879,0.921185682326622,0.03183445190156586,0.9292499881692219,0.9690699539124316
Crypto,1h,1.0,<=1h,95,97.5,95-100,806,785,0.9739454094292804,0.9726674937965261,0.0012779156327543673,0.9604977151716634,0.9828966473802234
Crypto,1h,1.0,<=6h,0,2.5,0-5,3302,24,0.0072683222289521504,0.01863113264688068,-0.01136281041792853,0.0048891761685485756,0.01079263992330531
Crypto,1h,1.0,<=6h,5,7.5,5-10,2215,40,0.01805869074492099,0.0676117381489842,-0.049553047404063216,0.01328974528574044,0.02449645810976107
Crypto,1h,1.0,<=6h,10,12.5,10-15,1539,85,0.05523066926575698,0.11741390513320338,-0.062183235867446396,0.044885931120159324,0.06779031509980257
Crypto,1h,1.0,<=6h,15,17.5,15-20,1104,95,0.08605072463768115,0.1676177536231884,-0.08156702898550725,0.07090976170751069,0.1040625448027341
Crypto,1h,1.0,<=6h,20,22.5,20-25,924,124,0.1341991341991342,0.218517316017316,-0.08431818181818179,0.11372820124037385,0.15769916308560591
Crypto,1h,1.0,<=6h,25,27.5,25-30,676,127,0.1878698224852071,0.26782544378698225,-0.07995562130177516,0.16021812515390377,0.21904904531639402
Crypto,1h,1.0,<=6h,30,32.5,30-35,624,149,0.2387820512820513,0.31838141025641026,-0.07959935897435896,0.20699282340537403,0.27376792898822344
Crypto,1h,1.0,<=6h,35,37.5,35-40,502,159,0.31673306772908366,0.3687649402390438,-0.052031872509960164,0.27756034916449523,0.35868941756089856
Crypto,1h,1.0,<=6h,40,42.5,40-45,420,164,0.3904761904761905,0.4197142857142857,-0.02923809523809523,0.3450124329137257,0.43792534384060894
Crypto,1h,1.0,<=6h,45,47.5,45-50,371,179,0.48247978436657685,0.4686522911051213,0.013827493261455548,0.4320724338706633,0.5332462500747688
Crypto,1h,1.0,<=6h,50,52.5,50-55,348,174,0.5,0.5166379310344827,-0.016637931034482745,0.4477540678353656,0.5522459321646344
Crypto,1h,1.0,<=6h,55,57.5,55-60,290,174,0.6,0.5677241379310345,0.03227586206896549,0.5426622824453702,0.6547229754622916
Crypto,1h,1.0,<=6h,60,62.5,60-65,298,198,0.6644295302013423,0.6179530201342281,0.046476510067114174,0.6090256915041312,0.7156479121343335
Crypto,1h,1.0,<=6h,65,67.5,65-70,324,224,0.691358024691358,0.6683333333333333,0.02302469135802465,0.6390616655190481,0.739169773078128
Crypto,1h,1.0,<=6h,70,72.5,70-75,286,232,0.8111888111888111,0.7187412587412588,0.09244755244755232,0.7618200959823705,0.8523084487123868
Crypto,1h,1.0,<=6h,75,77.5,75-80,357,311,0.8711484593837535,0.7719327731092437,0.09921568627450983,0.832402893115824,0.9019913674128957
Crypto,1h,1.0,<=6h,80,82.5,80-85,420,378,0.9,0.8192619047619047,0.08073809523809528,0.8675841663997415,0.9251648228452973
Crypto,1h,1.0,<=6h,85,87.5,85-90,632,589,0.9319620253164557,0.8712341772151899,0.06072784810126575,0.9096060347566478,0.949098397290579
Crypto,1h,1.0,<=6h,90,92.5,90-95,1072,1041,0.9710820895522388,0.9216791044776119,0.049402985074626926,0.9592459824220845,0.979553930130098
Crypto,1h,1.0,<=6h,95,97.5,95-100,1763,1733,0.9829835507657402,0.9717583664208734,0.011225184344866745,0.9758120020191138,0.9880548211301713
Crypto,1h,1.0,<=24h,0,2.5,0-5,4353,34,0.00781070526073972,0.01821042958878934,-0.010399724328049621,0.0055948659642921636,0.01089451019296818
Crypto,1h,1.0,<=24h,5,7.5,5-10,2890,59,0.02041522491349481,0.06836332179930796,-0.04794809688581315,0.015860208078818164,0.026243547703806564
Crypto,1h,1.0,<=24h,10,12.5,10-15,2108,109,0.051707779886148005,0.11730550284629981,-0.06559772296015182,0.04304371508878439,0.062002799763465885
Crypto,1h,1.0,<=24h,15,17.5,15-20,1451,115,0.07925568573397657,0.16773259820813233,-0.08847691247415576,0.06644090872723245,0.09429246595768172
Crypto,1h,1.0,<=24h,20,22.5,20-25,1139,152,0.1334503950834065,0.21822651448639158,-0.08477611940298507,0.11492802824806368,0.15443703511679807
Crypto,1h,1.0,<=24h,25,27.5,25-30,808,135,0.1670792079207921,0.2675990099009901,-0.10051980198019803,0.14294467955415913,0.1943644704080995
Crypto,1h,1.0,<=24h,30,32.5,30-35,731,160,0.2188782489740082,0.31848153214774283,-0.09960328317373462,0.1904153275681071,0.25028046319822944
Crypto,1h,1.0,<=24h,35,37.5,35-40,573,170,0.29668411867364747,0.36846422338568935,-0.07178010471204188,0.2607357724377086,0.3353405160962667
Crypto,1h,1.0,<=24h,40,42.5,40-45,478,181,0.3786610878661088,0.41968619246861927,-0.041025104602510465,0.3363071549459268,0.4229498290919812
Crypto,1h,1.0,<=24h,45,47.5,45-50,424,188,0.44339622641509435,0.4684198113207547,-0.025023584905660368,0.3968274548855618,0.490981491229075
Crypto,1h,1.0,<=24h,50,52.5,50-55,392,201,0.5127551020408163,0.5165051020408163,-0.003750000000000031,0.46339048429765545,0.5618721460069915
Crypto,1h,1.0,<=24h,55,57.5,55-60,312,189,0.6057692307692307,0.5676602564102564,0.03810897435897431,0.5505721789258307,0.65839332783452
Crypto,1h,1.0,<=24h,60,62.5,60-65,335,228,0.6805970149253732,0.6181492537313433,0.06244776119402984,0.6288626772704651,0.7282363330045425
Crypto,1h,1.0,<=24h,65,67.5,65-70,378,269,0.7116402116402116,0.6684656084656084,0.0431746031746032,0.664023846904966,0.7549980721316187
Crypto,1h,1.0,<=24h,70,72.5,70-75,346,278,0.8034682080924855,0.7187572254335259,0.0847109826589596,0.7583617115457596,0.8419099542595648
Crypto,1h,1.0,<=24h,75,77.5,75-80,448,394,0.8794642857142857,0.7716071428571429,0.10785714285714276,0.8460438572461558,0.9064322317195347
Crypto,1h,1.0,<=24h,80,82.5,80-85,554,510,0.9205776173285198,0.8205595667870036,0.10001805054151625,0.8950562035975593,0.9403063796160267
Crypto,1h,1.0,<=24h,85,87.5,85-90,818,771,0.9425427872860636,0.8713936430317848,0.07114914425427876,0.9244297254143163,0.9565186227831952
Crypto,1h,1.0,<=24h,90,92.5,90-95,1391,1357,0.9755571531272466,0.9208698777857656,0.05468727534148099,0.9660383059897435,0.9824564908387996
Crypto,1h,1.0,<=24h,95,97.5,95-100,2157,2120,0.9828465461288827,0.9721279554937413,0.010718590635141356,0.9764465026014861,0.987529755537935
Entertainment,30d,720.0,all,0,2.5,0-5,626,7,0.011182108626198083,0.019313099041533544,-0.008130990415335462,0.005426881803602469,0.022900240444276992
Entertainment,30d,720.0,all,5,7.5,5-10,178,5,0.028089887640449437,0.06623595505617978,-0.038146067415730345,0.012056556667503493,0.06406243920582802
Entertainment,30d,720.0,all,10,12.5,10-15,113,9,0.07964601769911504,0.11769911504424778,-0.038053097345132736,0.04246569596832783,0.14446772500502414
Entertainment,30d,720.0,all,15,17.5,15-20,80,11,0.1375,0.16787500000000002,-0.030375000000000013,0.07854633679551142,0.22967297199630554
Entertainment,30d,720.0,all,20,22.5,20-25,55,10,0.18181818181818182,0.2178181818181818,-0.035999999999999976,0.10187561448030712,0.3033071133856924
Entertainment,30d,720.0,all,25,27.5,25-30,62,12,0.1935483870967742,0.2701612903225806,-0.07661290322580644,0.11433696420146605,0.3085203175170827
Entertainment,30d,720.0,all,30,32.5,30-35,33,8,0.24242424242424243,0.31727272727272726,-0.07484848484848483,0.12831561346647294,0.4102494868549029
Entertainment,30d,720.0,all,35,37.5,35-40,45,7,0.15555555555555556,0.3631111111111111,-0.20755555555555555,0.07745325311328677,0.28784190511248803
Entertainment,30d,720.0,all,40,42.5,40-45,37,14,0.3783783783783784,0.4191891891891892,-0.04081081081081078,0.2406378746389103,0.5389985744718004
Entertainment,30d,720.0,all,45,47.5,45-50,37,17,0.4594594594594595,0.47432432432432436,-0.01486486486486488,0.31038327828457724,0.6161622047523264
Entertainment,30d,720.0,all,50,52.5,50-55,37,11,0.2972972972972973,0.5235135135135135,-0.22621621621621618,0.17489302346408198,0.45783439172043583
Entertainment,30d,720.0,all,55,57.5,55-60,41,20,0.4878048780487805,0.5707317073170731,-0.08292682926829265,0.3425418723993569,0.6351574068413481
Entertainment,30d,720.0,all,60,62.5,60-65,42,25,0.5952380952380952,0.6173809523809524,-0.02214285714285713,0.44494045528177417,0.7295735232879093
Entertainment,30d,720.0,all,65,67.5,65-70,50,35,0.7,0.6738,0.0262,0.562493877226366,0.8089661091039063
Entertainment,30d,720.0,all,70,72.5,70-75,45,27,0.6,0.72,-0.12,0.4545159420914473,0.7297532055204246
Entertainment,30d,720.0,all,75,77.5,75-80,44,33,0.75,0.77,-0.020000000000000018,0.6055915019158504,0.8542593391931426
Entertainment,30d,720.0,all,80,82.5,80-85,41,31,0.7560975609756098,0.8182926829268292,-0.062195121951219456,0.606563693455418,0.8617514424897758
Entertainment,30d,720.0,all,85,87.5,85-90,58,48,0.8275862068965517,0.8715517241379311,-0.043965517241379426,0.7109149994332449,0.9035581060491489
Entertainment,30d,720.0,all,90,92.5,90-95,73,73,1.0,0.9217808219178082,0.07821917808219181,0.950006246616416,0.9999999999999999
Entertainment,30d,720.0,all,95,97.5,95-100,98,92,0.9387755102040817,0.9733673469387755,-0.03459183673469379,0.8728075711424848,0.9716410628145624
Entertainment,30d,720.0,<=1h,0,2.5,0-5,10,0,0.0,0.018000000000000002,-0.018000000000000002,0.0,0.2775401687666166
Entertainment,30d,720.0,<=1h,5,7.5,5-10,8,0,0.0,0.065,-0.065,0.0,0.3244156195108769
Entertainment,30d,720.0,<=1h,10,12.5,10-15,8,0,0.0,0.1125,-0.1125,0.0,0.3244156195108769
Entertainment,30d,720.0,<=1h,15,17.5,15-20,11,3,0.2727272727272727,0.16454545454545452,0.10818181818181818,0.09745880573921467,0.5656502930102463
Entertainment,30d,720.0,<=1h,20,22.5,20-25,2,0,0.0,0.22,-0.22,0.0,0.6576280471103807
Entertainment,30d,720.0,<=1h,25,27.5,25-30,7,3,0.42857142857142855,0.26571428571428574,0.1628571428571428,0.15821692226262685,0.7495457695909742
Entertainment,30d,720.0,<=1h,30,32.5,30-35,3,1,0.3333333333333333,0.32333333333333336,0.009999999999999953,0.0614903152761605,0.7923450448735121
Entertainment,30d,720.0,<=1h,35,37.5,35-40,3,1,0.3333333333333333,0.35666666666666663,-0.023333333333333317,0.0614903152761605,0.7923450448735121
Entertainment,30d,720.0,<=1h,40,42.5,40-45,4,0,0.0,0.4125,-0.4125,0.0,0.48990002040399916
Entertainment,30d,720.0,<=1h,45,47.5,45-50,5,4,0.8,0.47600000000000003,0.324,0.3755282641185388,0.9637768390302125
Entertainment,30d,720.0,<=1h,50,52.5,50-55,8,1,0.125,0.525,-0.4,0.02241690886329617,0.4708948057698615
Entertainment,30d,720.0,<=1h,55,57.5,55-60,4,1,0.25,0.565,-0.31499999999999995,0.045586062644636216,0.6993639475573634
Entertainment,30d,720.0,<=1h,60,62.5,60-65,3,1,0.3333333333333333,0.6133333333333334,-0.2800000000000001,0.0614903152761605,0.7923450448735121
Entertainment,30d,720.0,<=1h,65,67.5,65-70,6,5,0.8333333333333334,0.6683333333333333,0.16500000000000004,0.43649056343635395,0.9699474141282697
Entertainment,30d,720.0,<=1h,70,72.5,70-75,5,3,0.6,0.732,-0.132,0.23071993220883708,0.8823817688407467
Entertainment,30d,720.0,<=1h,75,77.5,75-80,5,4,0.8,0.774,0.026000000000000023,0.3755282641185388,0.9637768390302125
Entertainment,30d,720.0,<=1h,80,82.5,80-85,1,1,1.0,0.83,0.17000000000000004,0.20654329147389294,1.0
Entertainment,30d,720.0,<=1h,85,87.5,85-90,2,2,1.0,0.88,0.12,0.34237195288961925,1.0
Entertainment,30d,720.0,<=1h,90,92.5,90-95,3,3,1.0,0.92,0.07999999999999996,0.43849391955098227,1.0
Entertainment,30d,720.0,<=6h,0,2.5,0-5,39,0,0.0,0.020769230769230772,-0.020769230769230772,0.0,0.08966985360023902
Entertainment,30d,720.0,<=6h,5,7.5,5-10,23,1,0.043478260869565216,0.07,-0.02652173913043479,0.0077164669621267445,0.20991586494059142
Entertainment,30d,720.0,<=6h,10,12.5,10-15,24,2,0.08333333333333333,0.11958333333333333,-0.036250000000000004,0.023158327842973503,0.258492152014506
Entertainment,30d,720.0,<=6h,15,17.5,15-20,17,4,0.23529411764705882,0.1688235294117647,0.06647058823529411,0.0955488907167594,0.47262245889171595
Entertainment,30d,720.0,<=6h,20,22.5,20-25,14,2,0.14285714285714285,0.225,-0.08214285714285716,0.040093073737921175,0.39941907763863693
Entertainment,30d,720.0,<=6h,25,27.5,25-30,13,3,0.23076923076923078,0.2692307692307692,-0.038461538461538436,0.08179379092465713,0.5025687399512693
Entertainment,30d,720.0,<=6h,30,32.5,30-35,6,2,0.3333333333333333,0.325,0.008333333333333304,0.09676933255921683,0.7000116786584712
Entertainment,30d,720.0,<=6h,35,37.5,35-40,7,3,0.42857142857142855,0.35714285714285715,0.0714285714285714,0.15821692226262685,0.7495457695909742
Entertainment,30d,720.0,<=6h,40,42.5,40-45,7,1,0.14285714285714285,0.41,-0.2671428571428571,0.02567895594897479,0.51313450331903
Entertainment,30d,720.0,<=6h,45,47.5,45-50,12,7,0.5833333333333334,0.47833333333333333,0.10500000000000004,0.3195073356553728,0.8067425380947535
Entertainment,30d,720.0,<=6h,50,52.5,50-55,13,1,0.07692307692307693,0.5246153846153846,-0.44769230769230767,0.013710066379696323,0.3331453392824736
Entertainment,30d,720.0,<=6h,55,57.5,55-60,9,4,0.4444444444444444,0.5666666666666667,-0.12222222222222223,0.188775429471914,0.7333526542559703
Entertainment,30d,720.0,<=6h,60,62.5,60-65,12,7,0.5833333333333334,0.6141666666666666,-0.030833333333333268,0.3195073356553728,0.8067425380947535
Entertainment,30d,720.0,<=6h,65,67.5,65-70,15,12,0.8,0.6759999999999999,0.12400000000000011,0.5481406466534955,0.9295257935638959
Entertainment,30d,720.0,<=6h,70,72.5,70-75,11,6,0.5454545454545454,0.7236363636363636,-0.17818181818181822,0.28008775568998817,0.7872904245601196
Entertainment,30d,720.0,<=6h,75,77.5,75-80,9,8,0.8888888888888888,0.7711111111111112,0.11777777777777765,0.5649937852319399,0.9801096286728695
Entertainment,30d,720.0,<=6h,80,82.5,80-85,2,2,1.0,0.825,0.17500000000000004,0.34237195288961925,1.0
Entertainment,30d,720.0,<=6h,85,87.5,85-90,6,6,1.0,0.8783333333333333,0.1216666666666667,0.6096569663469354,0.9999999999999999
Entertainment,30d,720.0,<=6h,90,92.5,90-95,7,7,1.0,0.92,0.07999999999999996,0.6456611570247934,1.0
Entertainment,30d,720.0,<=6h,95,97.5,95-100,5,5,1.0,0.9740000000000001,0.025999999999999912,0.5655085052479191,1.0
Entertainment,30d,720.0,<=24h,0,2.5,0-5,141,1,0.0070921985815602835,0.02099290780141844,-0.013900709219858157,0.0012530139445820175,0.03907794069828302
Entertainment,30d,720.0,<=24h,5,7.5,5-10,61,1,0.01639344262295082,0.0681967213114754,-0.05180327868852458,0.002899656114363977,0.08719065627768062
Entertainment,30d,720.0,<=24h,10,12.5,10-15,46,6,0.13043478260869565,0.11934782608695653,0.01108695652173912,0.06117757137492025,0.2566613423036133
Entertainment,30d,720.0,<=24h,15,17.5,15-20,40,7,0.175,0.1675,0.007499999999999979,0.08745302996883066,0.3195029205439244
Entertainment,30d,720.0,<=24h,20,22.5,20-25,28,3,0.10714285714285714,0.22178571428571428,-0.11464285714285714,0.03711769205479949,0.2719622536765708
Entertainment,30d,720.0,<=24h,25,27.5,25-30,31,8,0.25806451612903225,0.2706451612903226,-0.012580645161290371,0.1370154373686976,0.432464724277151
Entertainment,30d,720.0,<=24h,30,32.5,30-35,20,5,0.25,0.32049999999999995,-0.07049999999999995,0.11186005278940309,0.4687050099580636
Entertainment,30d,720.0,<=24h,35,37.5,35-40,26,5,0.19230769230769232,0.3638461538461539,-0.17153846153846156,0.08506935771788268,0.3787663615465
Entertainment,30d,720.0,<=24h,40,42.5,40-45,21,8,0.38095238095238093,0.41666666666666663,-0.0357142857142857,0.20750767797982506,0.5912170418449848
Entertainment,30d,720.0,<=24h,45,47.5,45-50,25,14,0.56,0.4772,0.08280000000000004,0.37067017019564436,0.7333462505299744
Entertainment,30d,720.0,<=24h,50,52.5,50-55,25,6,0.24,0.5244,-0.2844,0.11496157730326725,0.43430059955238565
Entertainment,30d,720.0,<=24h,55,57.5,55-60,29,13,0.4482758620689655,0.5689655172413793,-0.12068965517241381,0.2841291114874579,0.6245233293193238
Entertainment,30d,720.0,<=24h,60,62.5,60-65,32,19,0.59375,0.6175,-0.02375000000000005,0.4225972657298823,0.744805975196862
Entertainment,30d,720.0,<=24h,65,67.5,65-70,35,24,0.6857142857142857,0.6748571428571428,0.010857142857142899,0.5201992812074803,0.8144934194021753
Entertainment,30d,720.0,<=24h,70,72.5,70-75,28,17,0.6071428571428571,0.7228571428571429,-0.11571428571428577,0.42408726034906297,0.7643454817241996
Entertainment,30d,720.0,<=24h,75,77.5,75-80,26,20,0.7692307692307693,0.7723076923076923,-0.003076923076922977,0.5794807424804321,0.8896630031632332
Entertainment,30d,720.0,<=24h,80,82.5,80-85,26,21,0.8076923076923077,0.82,-0.012307692307692242,0.6212336384535001,0.9149306422821174
Entertainment,30d,720.0,<=24h,85,87.5,85-90,24,20,0.8333333333333334,0.8733333333333333,-0.039999999999999925,0.6414652961213058,0.9332143199927109
Entertainment,30d,720.0,<=24h,90,92.5,90-95,23,23,1.0,0.92,0.07999999999999996,0.8568788745827374,1.0
Entertainment,30d,720.0,<=24h,95,97.5,95-100,26,22,0.8461538461538461,0.9726923076923077,-0.1265384615384616,0.6646841558168644,0.9385006600107053
Entertainment,7d,168.0,all,0,2.5,0-5,1196,9,0.007525083612040134,0.017826086956521738,-0.010301003344481604,0.003963928327258652,0.014239807899256583
Entertainment,7d,168.0,all,5,7.5,5-10,366,7,0.01912568306010929,0.06581967213114753,-0.04669398907103824,0.009294573550391903,0.038946619436010924
Entertainment,7d,168.0,all,10,12.5,10-15,221,12,0.05429864253393665,0.11705882352941176,-0.0627601809954751,0.03133028389474342,0.0924973351935392
Entertainment,7d,168.0,all,15,17.5,15-20,143,24,0.16783216783216784,0.1674125874125874,0.0004195804195804287,0.11545375287326685,0.23759061602492004
Entertainment,7d,168.0,all,20,22.5,20-25,127,16,0.12598425196850394,0.21535433070866142,-0.08937007874015748,0.07905567165747274,0.19487555510832655
Entertainment,7d,168.0,all,25,27.5,25-30,90,18,0.2,0.2697777777777778,-0.06977777777777777,0.130422969625965,0.29413927142704344
Entertainment,7d,168.0,all,30,32.5,30-35,100,26,0.26,0.3172,-0.05719999999999997,0.18404578126986462,0.35371172631861636
Entertainment,7d,168.0,all,35,37.5,35-40,86,23,0.26744186046511625,0.36825581395348833,-0.10081395348837208,0.1853195577468752,0.3694523964480633
Entertainment,7d,168.0,all,40,42.5,40-45,68,25,0.36764705882352944,0.4205882352941177,-0.05294117647058827,0.26300294660514806,0.48644584072698266
Entertainment,7d,168.0,all,45,47.5,45-50,73,30,0.410958904109589,0.46986301369863015,-0.05890410958904113,0.30531095731906,0.5255098480780166
Entertainment,7d,168.0,all,50,52.5,50-55,82,43,0.524390243902439,0.5182926829268293,0.0060975609756097615,0.4176454367591391,0.628952017155979
Entertainment,7d,168.0,all,55,57.5,55-60,84,43,0.5119047619047619,0.5684523809523809,-0.05654761904761907,0.40684997372055176,0.6159182818667781
Entertainment,7d,168.0,all,60,62.5,60-65,81,41,0.5061728395061729,0.6195061728395062,-0.11333333333333329,0.3995059708753621,0.6122806998144883
Entertainment,7d,168.0,all,65,67.5,65-70,72,36,0.5,0.67,-0.17000000000000004,0.38746896004724257,0.6125310399527575
Entertainment,7d,168.0,all,70,72.5,70-75,74,53,0.7162162162162162,0.719054054054054,-0.0028378378378377533,0.6048253064036953,0.8062659352974002
Entertainment,7d,168.0,all,75,77.5,75-80,79,60,0.759493670886076,0.7692405063291139,-0.009746835443037893,0.6546409953317426,0.8402794311206679
Entertainment,7d,168.0,all,80,82.5,80-85,106,85,0.8018867924528302,0.8189622641509433,-0.017075471698113076,0.7160451566780396,0.8666120515199475
Entertainment,7d,168.0,all,85,87.5,85-90,117,102,0.8717948717948718,0.8707692307692309,0.0010256410256409554,0.7992064199482437,0.9207443254904132
Entertainment,7d,168.0,all,90,92.5,90-95,182,172,0.945054945054945,0.9198351648351648,0.02521978021978022,0.9018253363390778,0.9698847651667206
Entertainment,7d,168.0,all,95,97.5,95-100,378,364,0.9629629629629629,0.975026455026455,-0.01206349206349211,0.9387984829092304,0.9778119649832988
Entertainment,7d,168.0,<=1h,0,2.5,0-5,84,0,0.0,0.018928571428571427,-0.018928571428571427,0.0,0.043733265332143306
Entertainment,7d,168.0,<=1h,5,7.5,5-10,38,1,0.02631578947368421,0.07,-0.0436842105263158,0.004660467553530057,0.13495178436800254
Entertainment,7d,168.0,<=1h,10,12.5,10-15,22,0,0.0,0.11272727272727273,-0.11272727272727273,1.3877787807814457e-17,0.14865952572596125
Entertainment,7d,168.0,<=1h,15,17.5,15-20,19,1,0.05263157894736842,0.16578947368421051,-0.1131578947368421,0.009351752490529969,0.2463921533654521
Entertainment,7d,168.0,<=1h,20,22.5,20-25,31,6,0.1935483870967742,0.21580645161290324,-0.02225806451612905,0.09186883586347633,0.36280603555459856
Entertainment,7d,168.0,<=1h,25,27.5,25-30,14,4,0.2857142857142857,0.2714285714285714,0.01428571428571429,0.11721187910109099,0.5464954117248438
Entertainment,7d,168.0,<=1h,30,32.5,30-35,23,5,0.21739130434782608,0.31782608695652176,-0.10043478260869568,0.09663835601719065,0.4190388018273492
Entertainment,7d,168.0,<=1h,35,37.5,35-40,13,4,0.3076923076923077,0.3692307692307692,-0.061538461538461486,0.12680497161618087,0.5763111218666236
Entertainment,7d,168.0,<=1h,40,42.5,40-45,15,6,0.4,0.4186666666666667,-0.018666666666666665,0.19824228082594664,0.642535572434923
Entertainment,7d,168.0,<=1h,45,47.5,45-50,22,5,0.22727272727272727,0.4722727272727273,-0.24500000000000002,0.10122890794820358,0.4344035606295935
Entertainment,7d,168.0,<=1h,50,52.5,50-55,25,13,0.52,0.518,0.0020000000000000018,0.334982179531473,0.6996899607103998
Entertainment,7d,168.0,<=1h,55,57.5,55-60,26,15,0.5769230769230769,0.5657692307692308,0.01115384615384607,0.3894829692111983,0.744558100972706
Entertainment,7d,168.0,<=1h,60,62.5,60-65,32,12,0.375,0.6203125,-0.24531250000000004,0.2293366846595921,0.5474589941047487
Entertainment,7d,168.0,<=1h,65,67.5,65-70,24,12,0.5,0.6716666666666667,-0.17166666666666675,0.31427131627763083,0.6857286837223692
Entertainment,7d,168.0,<=1h,70,72.5,70-75,16,10,0.625,0.719375,-0.09437499999999999,0.3864064709793481,0.815190174452472
Entertainment,7d,168.0,<=1h,75,77.5,75-80,19,14,0.7368421052631579,0.7678947368421052,-0.03105263157894733,0.5120803155892935,0.8819376166045982
Entertainment,7d,168.0,<=1h,80,82.5,80-85,16,14,0.875,0.814375,0.06062500000000004,0.6397666856325173,0.9650232506629428
Entertainment,7d,168.0,<=1h,85,87.5,85-90,23,21,0.9130434782608695,0.8682608695652173,0.044782608695652204,0.7320359570190598,0.9758205045927666
Entertainment,7d,168.0,<=1h,90,92.5,90-95,30,30,1.0,0.9209999999999999,0.07900000000000007,0.8864829086095221,1.0
Entertainment,7d,168.0,<=1h,95,97.5,95-100,27,27,1.0,0.9666666666666667,0.033333333333333326,0.8754409628553641,1.0
Entertainment,7d,168.0,<=6h,0,2.5,0-5,172,1,0.005813953488372093,0.019069767441860466,-0.013255813953488373,0.0010270174299284191,0.03219379038801682
Entertainment,7d,168.0,<=6h,5,7.5,5-10,77,2,0.025974025974025976,0.0664935064935065,-0.04051948051948052,0.0071520098481384214,0.08984755473247355
Entertainment,7d,168.0,<=6h,10,12.5,10-15,52,3,0.057692307692307696,0.115,-0.05730769230769231,0.019813812690573196,0.15642755575159178
Entertainment,7d,168.0,<=6h,15,17.5,15-20,44,7,0.1590909090909091,0.16613636363636364,-0.007045454545454549,0.07926576557718398,0.29366490563782555
