category_group,horizon_label,horizon_hours,freshness_filter,market_count,bucket_count,expected_calibration_error,signed_calibration_gap,low_tail_gap,high_tail_gap,median_staleness_age_hours,baseline_market_count,retained_share
Media,1d,24.0,<=6h,3624,20,0.05765728476821189,-0.054208057395143464,-0.024622178606476936,-0.005785440613026777,1.1465277777777771,6091,0.5949761943851585
Media,1d,24.0,<=24h,4992,20,0.05542467948717949,-0.052980769230769234,-0.023646274984857663,-0.005367741935483872,2.0891666666666655,6091,0.8195698571663109
Media,6h,6.0,all,6894,20,0.035699158688714816,-0.03334348709022338,-0.027236954662104365,0.003556461001164118,6.0304166666666665,6894,1.0
Media,6h,6.0,<=1h,1450,20,0.06820000000000001,-0.06184137931034482,-0.029398496240601504,0.00476658476658477,0.2641666666666671,6894,0.21032782129387873
Media,6h,6.0,<=6h,3431,20,0.04216554940250656,-0.03940250655785485,-0.022270389419544453,0.0017757936507936441,1.4330555555555557,6894,0.4976791412822744
Media,6h,6.0,<=24h,5792,20,0.03719613259668508,-0.035386740331491716,-0.027378459237097984,0.0018821165438713877,4.319999999999999,6894,0.8401508558166522
Media,1h,1.0,all,7025,20,0.028310320284697512,-0.02332526690391458,-0.023235867446393763,0.007787907869481791,6.110833333333333,7025,1.0
Media,1h,1.0,<=1h,1726,20,0.02933371958285054,-0.020469293163383525,-0.011375796178343951,0.0024804992199688567,0.3194444444444444,7025,0.24569395017793594
Media,1h,1.0,<=6h,3493,20,0.027071285427998876,-0.019896936730604046,-0.01458505002942908,0.007161538461538517,1.0227777777777778,7025,0.49722419928825623
Media,1h,1.0,<=24h,5832,20,0.027973251028806583,-0.022945816186556927,-0.02149591451917033,0.007265415549597859,3.269305555555556,7025,0.8301779359430606
Politics,30d,720.0,all,1926,20,0.026947040498442373,0.0015264797507787981,-0.013056731583403893,0.020695652173912928,58.660555555555504,1926,1.0
Politics,30d,720.0,<=1h,190,20,0.059947368421052624,-0.011631578947368418,-0.02018867924528302,0.05177777777777776,0.31263888888889824,1926,0.09865005192107996
Politics,30d,720.0,<=6h,382,20,0.062408376963350776,0.019057591623036645,0.00045112781954887257,0.05975903614457828,1.0062500000000227,1926,0.19833852544132918
Politics,30d,720.0,<=24h,701,20,0.0475320970042796,-0.003223965763195439,-0.00940766550522648,0.003443708609271503,4.3794444444444025,1926,0.3639667705088266
Politics,7d,168.0,all,2947,20,0.02549032914828639,-0.011211401425178165,-0.010615779345734445,0.0037647058823528827,24.649166666666673,2947,1.0
Politics,7d,168.0,<=1h,480,20,0.07458333333333332,0.00983333333333333,-0.02569343065693431,-0.0003703703703703625,0.24416666666665776,2947,0.16287750254496097
Politics,7d,168.0,<=6h,936,20,0.061399572649572666,-0.013386752136752134,-0.012037037037037035,-0.0015294117647058315,0.9568055555555475,2947,0.31761112996267393
Politics,7d,168.0,<=24h,1462,20,0.044965800273597804,-0.014705882352941171,0.0005660377358490546,0.004843749999999984,2.7762500000000045,2947,0.496097726501527
Politics,3d,72.0,all,3763,20,0.01983258038798831,-0.002234918947648152,-0.011832797427652735,0.00257853403141361,18.069722222222225,3763,1.0
Politics,3d,72.0,<=1h,664,20,0.0683433734939759,0.028734939759036154,-0.008842105263157892,0.01768595041322313,0.3116666666666674,3763,0.17645495615200638
Politics,3d,72.0,<=6h,1301,20,0.0369792467332821,0.006341275941583391,-0.013882978723404252,-0.00020242914979756518,0.9486111111111057,3763,0.3457347860749402
Politics,3d,72.0,<=24h,2043,20,0.025242290748898673,0.002559960841899173,-0.007915407854984891,-0.003185185185185159,2.748333333333335,3763,0.5429178846664895
Politics,1d,24.0,all,4763,20,0.025591014066764655,-0.01612219189586394,-0.010902903811252265,0.011545893719806813,6.702777777777779,4763,1.0
Politics,1d,24.0,<=1h,1407,20,0.05159914712153517,-0.034626865671641804,-0.01209677419354839,0.013984674329501866,0.24166666666666714,4763,0.29540205752676885
Politics,1d,24.0,<=6h,2343,20,0.03404182671788305,-0.019453691848058046,-0.011892307692307695,0.013148148148148152,0.6558333333333337,4763,0.49191685912240185
Politics,1d,24.0,<=24h,3015,20,0.032696517412935326,-0.017970149253731332,-0.00672216441207076,0.01308980213089804,1.1774999999999984,4763,0.6330044089859332
Politics,6h,6.0,all,6506,20,0.01885644020903781,-0.010338149400553337,-0.012958825406958188,0.010304678998911838,3.8881944444444443,6506,1.0
Politics,6h,6.0,<=1h,2106,20,0.026766381766381773,-0.015009496676163353,-0.012256637168141592,0.002522202486678495,0.18180555555555555,6506,0.3237011988933292
Politics,6h,6.0,<=6h,3736,20,0.019935760171306206,-0.010262312633832982,-0.011413043478260868,0.007033976124885212,0.6902777777777782,6506,0.574239163848755
Politics,6h,6.0,<=24h,4872,20,0.0194027093596059,-0.009735221674876851,-0.011682340647857888,0.008722109533468551,1.4658333333333333,6506,0.7488472179526591
Politics,1h,1.0,all,6990,20,0.01728755364806868,-0.008217453505007145,-0.013202119606358817,0.01087672281776419,2.750277777777778,6990,1.0
Politics,1h,1.0,<=1h,2627,20,0.02062809288161402,-0.007129805862200222,-0.010859845227858985,0.009461077844311395,0.18500000000000005,6990,0.3758226037195994
Politics,1h,1.0,<=6h,4055,20,0.018747225647348945,-0.006564734895191127,-0.012613756613756614,0.010070613796849525,0.5155555555555555,6990,0.5801144492131617
Politics,1h,1.0,<=24h,5346,20,0.017568275346053142,-0.007463524130190778,-0.012528524107471475,0.00965044247787615,1.042638888888889,6990,0.7648068669527897
Science/Tech,30d,720.0,all,187,20,0.07636363636363636,-0.013689839572192516,0.011489361702127658,0.0011764705882353016,22.59027777777783,187,1.0
Science/Tech,30d,720.0,<=1h,16,10,0.249375,-0.024375000000000015,0.11199999999999999,,0.5934722222222604,187,0.0855614973262032
Science/Tech,30d,720.0,<=6h,46,19,0.19130434782608696,-0.05086956521739132,-0.008333333333333331,0.09333333333333334,1.5081944444444844,187,0.24598930481283424
Science/Tech,30d,720.0,<=24h,95,20,0.14157894736842103,-0.01673684210526316,0.04948717948717948,-0.04249999999999998,6.621388888888873,187,0.5080213903743316
Science/Tech,7d,168.0,all,309,20,0.046569579288025895,-0.0018446601941747576,-0.011569767441860465,0.04981818181818182,27.373333333333335,309,1.0
Science/Tech,7d,168.0,<=1h,41,17,0.16048780487804878,-0.10390243902439024,-0.032857142857142856,0.06714285714285717,0.2997222222222149,309,0.13268608414239483
Science/Tech,7d,168.0,<=6h,78,19,0.10846153846153843,-0.031282051282051276,0.014761904761904764,0.04933333333333333,0.8433333333333337,309,0.2524271844660194
Science/Tech,7d,168.0,<=24h,147,20,0.06673469387755103,-0.01693877551020407,0.001016949152542373,0.04966666666666673,4.1299999999999955,309,0.47572815533980584
Science/Tech,3d,72.0,all,377,20,0.053607427055702914,-0.03175066312997349,-0.015312500000000001,-0.001428571428571488,23.023333333333326,377,1.0
Science/Tech,3d,72.0,<=1h,39,14,0.12923076923076923,-0.0046153846153846306,-0.04000000000000001,0.05142857142857144,0.3247222222222206,377,0.10344827586206896
Science/Tech,3d,72.0,<=6h,79,19,0.14822784810126582,-0.006708860759493674,-0.027931034482758618,-0.010624999999999996,1.0041666666666629,377,0.20954907161803712
Science/Tech,3d,72.0,<=24h,196,20,0.0870408163265306,-0.046224489795918366,-0.016410256410256414,0.016382978723404256,8.231944444444444,377,0.519893899204244
Science/Tech,1d,24.0,all,413,20,0.04801452784503633,-0.016828087167070224,-0.002676056338028165,0.023490566037735826,18.340000000000003,413,1.0
Science/Tech,1d,24.0,<=1h,65,17,0.1598461538461538,-0.06538461538461537,-0.03333333333333333,0.06785714285714287,0.17833333333333456,413,0.15738498789346247
Science/Tech,1d,24.0,<=6h,114,17,0.11008771929824562,-0.042543859649122794,-0.025813953488372097,0.0503703703703704,0.7761111111111116,413,0.27602905569007263
Science/Tech,1d,24.0,<=24h,233,20,0.09433476394849788,-0.03854077253218887,0.0021978021978021974,0.028032786885245808,6.593888888888888,413,0.5641646489104116
Science/Tech,6h,6.0,all,425,20,0.04324705882352941,-0.007388235294117651,-0.011428571428571427,0.018050847457627108,15.251666666666665,425,1.0
Science/Tech,6h,6.0,<=1h,40,14,0.1505,-0.02300000000000001,-0.03,-0.024999999999999984,0.27236111111111105,425,0.09411764705882353
Science/Tech,6h,6.0,<=6h,146,18,0.07308219178082195,-0.004178082191780815,-0.021666666666666667,0.015714285714285743,2.080694444444444,425,0.34352941176470586
Science/Tech,6h,6.0,<=24h,247,20,0.06963562753036437,-0.01425101214574899,-0.023177570093457944,0.02584415584415584,4.3341666666666665,425,0.5811764705882353
Science/Tech,1h,1.0,all,426,20,0.04058685446009387,-0.010258215962441338,-0.006410256410256408,0.023543307086614097,16.825555555555553,426,1.0
Science/Tech,1h,1.0,<=1h,55,10,0.0701818181818182,0.008727272727272747,-0.016363636363636365,0.020454545454545513,0.306111111111111,426,0.12910798122065728
Science/Tech,1h,1.0,<=6h,112,18,0.06303571428571429,-0.004285714285714282,0.00043478260869565376,0.028536585365853677,1.0734722222222224,426,0.26291079812206575
Science/Tech,1h,1.0,<=24h,243,20,0.06226337448559671,-0.01946502057613168,-0.012616822429906542,0.032976190476190506,6.523333333333333,426,0.5704225352112676
World Events,30d,720.0,all,114,16,0.20771929824561403,0.18456140350877193,0.13999999999999999,0.14,21.803888888888878,114,1.0
World Events,30d,720.0,<=1h,7,6,0.4842857142857143,0.2414285714285715,,,0.3672222222222672,114,0.06140350877192982
World Events,30d,720.0,<=6h,24,10,0.2804166666666667,0.19874999999999998,-0.11000000000000001,,1.436527777777826,114,0.21052631578947367
World Events,30d,720.0,<=24h,60,14,0.21333333333333332,0.165,0.04769230769230769,0.14,7.854722222222222,114,0.5263157894736842
World Events,7d,168.0,all,196,17,0.13729591836734695,0.12811224489795917,0.08374100719424461,0.05199999999999998,18.27000000000001,196,1.0
World Events,7d,168.0,<=1h,22,12,0.2227272727272727,0.05727272727272726,0.04818181818181817,0.020000000000000018,0.43916666666667936,196,0.11224489795918367
World Events,7d,168.0,<=6h,52,15,0.1844230769230769,0.12365384615384614,0.008095238095238091,0.030000000000000006,1.2365277777777806,196,0.2653061224489796
World Events,7d,168.0,<=24h,120,17,0.10241666666666666,0.08524999999999999,0.0031884057971014517,0.05199999999999998,8.63166666666666,196,0.6122448979591837
World Events,3d,72.0,all,220,17,0.09709090909090909,0.08481818181818182,0.03205479452054794,0.056451612903225784,15.333194444444445,220,1.0
World Events,3d,72.0,<=1h,37,16,0.242972972972973,0.08243243243243242,0.01058823529411765,0.05000000000000001,0.3083333333333371,220,0.16818181818181818
World Events,3d,72.0,<=6h,85,17,0.15976470588235295,0.1143529411764706,0.04422222222222222,0.04999999999999999,1.2677777777777806,220,0.38636363636363635
World Events,3d,72.0,<=24h,134,17,0.13380597014925372,0.10947761194029852,0.04769230769230769,0.044782608695652204,3.4665277777777774,220,0.6090909090909091
World Events,1d,24.0,all,229,17,0.04921397379912662,0.022227074235807887,-0.007702702702702705,0.026274509803921684,2.691944444444445,229,1.0
World Events,1d,24.0,<=1h,77,15,0.10896103896103897,0.05389610389610388,0.0007317073170731687,0.04714285714285708,0.29666666666666686,229,0.33624454148471616
World Events,1d,24.0,<=6h,137,17,0.07605839416058394,0.040437956204379566,-0.0024324324324324345,0.01529411764705884,0.6666666666666679,229,0.5982532751091703
World Events,1d,24.0,<=24h,177,17,0.06062146892655369,0.029322033898305074,-0.0103921568627451,0.02282608695652169,1.5775000000000006,229,0.7729257641921398
World Events,6h,6.0,all,235,20,0.05378723404255317,0.025787234042553182,-0.008866666666666665,0.04321428571428566,5.714722222222223,235,1.0
World Events,6h,6.0,<=1h,57,16,0.14929824561403512,0.08754385964912281,-0.035,0.04636363636363639,0.174722222222222,235,0.2425531914893617
World Events,6h,6.0,<=6h,122,19,0.10614754098360657,0.05729508196721312,-0.0025,0.04205128205128208,1.2338888888888886,235,0.5191489361702127
World Events,6h,6.0,<=24h,190,19,0.0638421052631579,0.03731578947368421,-0.003577981651376149,0.04150943396226419,4.523888888888889,235,0.8085106382978723
World Events,1h,1.0,all,236,17,0.03271186440677967,0.008050847457627136,-0.004342105263157895,0.030322580645161353,2.048611111111111,236,1.0
World Events,1h,1.0,<=1h,91,16,0.07362637362637361,0.035384615384615375,0.019565217391304346,0.028518518518518478,0.11638888888888888,236,0.3855932203389831
World Events,1h,1.0,<=6h,151,17,0.04635761589403974,0.021192052980132457,0.00975308641975309,0.028979591836734712,0.5900000000000001,236,0.6398305084745762
World Events,1h,1.0,<=24h,192,17,0.040104166666666656,0.015520833333333326,0.0020720720720720735,0.029333333333333315,1.0795833333333333,236,0.8135593220338984
